DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,251,9,285,4,128,4.238546283614285,16.026830650907975,107.73462306547773
20240728,792,9,26,19,680,22.800812794154936,42.96121099579435,614.2379762100506
20240728,482,9,165,19,914,113.90873017874651,84.1812407101817,715.9100291110718
20240728,572,9,767,18,573,12.445759040821326,34.212269720810575,526.3419712383682
20240728,414,9,816,3,275,29.767661360710893,17.479267880297506,227.7530707589916
20240728,194,9,735,12,419,51.7171342087089,35.04210172509902,332.24076406619207
20240728,324,9,227,6,218,14.355902952592125,23.857558948017843,179.78653809939004
20240728,578,9,577,16,939,118.4661189018687,95.21672454025584,725.3171565578755
20240728,519,9,655,4,631,56.94278329447407,74.19131851510649,499.86589819041944
20240728,341,9,334,16,923,133.39857370136855,126.24455593698896,663.3568703616425
20240728,447,9,637,13,738,24.073394688218762,46.14196276408552,667.7846425476957
20240728,315,9,277,18,722,66.95707480998897,86.55913602091626,568.4837891690947
20240728,40,9,424,5,518,51.1312391703501,75.38989842097494,391.47886240867496
20240728,494,9,755,12,921,40.40343138240772,62.036322083054664,818.5602465345376
20240728,198,9,314,9,896,131.69090171678292,54.35241752280656,709.9566807604106
20240728,45,9,45,15,364,48.448337918528814,43.534724320512716,272.01693776095846
20240728,364,9,785,18,731,103.04053654476608,88.29498078563576,539.6644826695981
20240728,106,9,877,15,368,35.98143161494645,51.21556053952903,280.8030078455245
20240728,552,9,237,12,859,33.947193644467426,46.705581068664586,778.347225286868
20240728,659,9,115,16,700,70.38859546537395,87.50754203452082,542.1038625001052
20240728,117,9,519,16,258,36.16710434571325,22.62795691881582,199.20493873547093
20240728,809,9,347,16,731,32.196670529392776,38.86861949491871,659.9347099756885
20240728,789,9,397,11,140,13.477120631154213,20.442078335022565,106.08080103382322
20240728,27,9,144,14,851,61.36450538021337,69.87269432824986,719.7628002915368
20240728,811,9,714,17,625,64.60651452582829,84.96240000064714,475.4310854735246
20240728,986,9,698,4,241,12.096661898280177,18.202874208220177,210.70046389349966
20240728,68,9,155,19,461,31.878269236172976,42.64396080023728,386.4777699635897
20240728,953,9,674,9,439,29.917585086718837,50.391099957057094,358.69131495622406
20240728,146,9,254,9,423,44.02127256209039,28.734603614789634,350.24412382312
20240728,543,9,211,8,518,39.7896952626697,44.7109039983341,433.4994007389962
20240728,321,9,267,14,460,42.39248236117119,43.66913443179231,373.9383832070365
20240728,89,9,497,12,907,24.554312154406126,86.79788452963953,795.6478033159543
20240728,612,9,645,7,221,15.499374939720031,25.613134884927028,179.88749017535292
20240728,877,9,131,13,915,113.57791663379147,49.946756204095806,751.4753271621128
20240728,817,9,261,13,881,124.32854557479351,109.75860333840086,646.9128510868056
20240728,467,9,463,18,797,21.503878692105918,83.00679730217827,692.4893240057158
20240728,6,9,672,20,546,22.939371597717496,66.93703066067337,456.12359774160916
20240728,310,9,403,11,220,8.005963629155286,17.068597027677797,194.92543934316691
20240728,335,9,149,4,992,74.32357223361676,98.02232101695262,819.6541067494306
20240728,209,9,558,3,206,6.165395645309619,14.754056114425316,185.08054824026507
20240728,116,9,908,11,983,141.63004515352182,134.27597230491972,707.0939825415585
20240728,776,9,114,4,731,27.558473054041986,97.25609811949329,606.1854288264648
20240728,501,9,639,3,136,18.829992806792994,18.041755248411867,99.12825194479514
20240728,41,9,686,16,267,38.3587881226812,34.95654134640725,193.68467053091155
20240728,211,9,67,20,701,51.10940863870619,58.47029420730688,591.4202971539869
20240728,815,9,389,20,501,11.062810391951578,66.84713781722415,423.0900517908243
20240728,418,9,793,12,601,81.60603974848259,65.18240207195097,454.21155817956645
20240728,445,9,134,8,106,6.6441979157851945,13.348827360247435,86.00697472396737
20240728,58,9,930,16,139,8.678682076007442,19.18807087636262,111.13324704762994
20240728,617,9,933,2,661,43.42656447566266,85.77086780184925,531.8025677224881
20240728,746,9,676,6,693,31.670731906123564,91.07995502014316,570.2493130737332
20240728,305,9,357,15,606,86.50447736695655,83.57655178287494,435.91897085016853
20240728,120,9,328,3,355,30.530830914015258,31.056865950815027,293.41230313516974
20240728,407,9,356,10,407,38.910321914672245,57.920718842285964,310.1689592430418
20240728,909,9,945,1,126,5.902208528480656,14.841629286548027,105.25616218497132
20240728,24,9,162,2,645,96.14367264236225,42.83854408988478,506.017783267753
20240728,863,9,461,16,653,31.81253605442662,39.28206495544597,581.9053989901274
20240728,880,9,203,12,462,50.91058426255809,42.96451314659015,368.1249025908518
20240728,603,9,855,16,986,112.8035263402365,74.09468148145184,799.1017921783116
20240728,66,9,14,12,242,17.06644239579384,22.38396858709409,202.54958901711205
20240728,138,9,7,1,607,38.45580446106915,88.09687374664182,480.447321792289
20240728,570,9,584,19,117,7.0107340040752835,13.76043452190433,96.22883147402038
20240728,552,9,566,9,973,104.11382484079556,142.6731451214971,726.2130300377073
20240728,113,9,400,12,723,37.416827445440966,60.305050929551115,625.2781216250079
20240728,260,9,795,4,296,16.122254314352997,19.779892979338047,260.09785270630897
20240728,380,9,561,5,865,128.44705377208703,108.93523247439559,627.6177137535174
20240728,217,9,249,16,355,12.285308690904616,46.93701662237814,295.77767468671726
20240728,468,9,248,13,667,26.854357540984928,76.28398508231824,563.8616573766968
20240728,864,9,275,15,161,9.82902068083094,11.951645882541275,139.21933343662778
20240728,752,9,316,13,136,3.5887917064818025,7.243396815413578,125.16781147810462
20240728,835,9,93,2,404,32.07904042614837,27.91974596430992,344.0012136095417
20240728,161,9,599,20,919,37.967353544523405,99.56491106774331,781.4677353877332
20240728,779,9,658,7,346,23.384032808034327,17.522169091291193,305.09379810067446
20240728,19,9,983,7,503,30.43324543106861,28.64296114868044,443.92379342025095
20240728,853,9,616,7,377,32.01766319278187,21.894766212728218,323.08757059448993
20240728,643,9,562,9,376,52.58861577135792,33.59917201196154,289.81221221668056
20240728,604,9,475,4,620,29.699137167572953,75.76773794249799,514.533124889929
20240728,752,9,525,18,705,59.09590921918427,68.26854663525927,577.6355441455564
20240728,47,9,540,13,869,112.6124792768928,105.48005419117864,650.9074665319285
20240728,623,9,668,14,953,100.34725689945641,117.5518378448744,735.1009052556692
20240728,648,9,722,9,712,83.00291585998619,91.8555846825973,537.1414994574166
20240728,434,9,402,19,439,55.150418970198004,62.69110995079896,321.15847107900305
20240728,515,9,6,20,853,55.85790505307848,103.34386029547079,693.7982346514507
20240728,134,9,284,10,812,71.9214206194837,70.1829717326741,669.8956076478422
20240728,953,9,657,6,257,14.310744943350413,22.140586265478966,220.54866879117063
20240728,530,9,741,5,705,60.472102627007324,38.14300558390425,606.3848917890884
20240728,261,9,704,16,142,11.931328869398719,17.203105278717647,112.86556585188363
20240728,990,9,937,14,939,131.23440668667988,90.87631740405604,716.8892759092641
20240728,234,9,100,4,169,9.053104070704078,15.201417412447316,144.7454785168486
20240728,401,9,653,8,355,21.811456807092387,52.02985914546965,281.158684047438
20240728,554,9,860,2,230,26.378661237543632,34.18114284878655,169.4401959136698
20240728,123,9,53,13,373,38.23055982240579,23.498390478716658,311.27104969887756
20240728,410,9,818,17,894,117.23358726603313,94.69779112995779,682.0686216040091
20240728,24,9,645,17,361,13.592396149955816,23.161232746904105,324.24637110314006
20240728,510,9,698,18,611,33.11960686185212,81.60381577110421,496.27657736704367
20240728,745,9,785,9,137,12.82257265316038,10.130339010713916,114.04708833612571
20240728,437,9,989,20,955,45.962442770925705,137.28386022422384,771.7536970048504
20240728,213,9,619,6,371,46.897086040858945,47.021453650966656,277.0814603081744
20240728,540,9,463,15,494,45.45639309356982,31.212020661623153,417.331586244807
20240728,706,9,280,9,747,94.13296060656938,104.25317302216125,548.6138663712693
20240728,875,9,250,19,332,35.79047308971622,45.58110941135149,250.6284174989323
20240728,360,9,953,6,137,12.12581968881433,8.217948294271826,116.65623201691385
20240728,834,9,702,6,737,91.78192629493219,106.47249894771994,538.7455747573479
20240728,722,9,263,16,575,23.10681718247777,79.26374004070534,472.62944277681686
20240728,349,9,659,12,339,32.1193295482983,37.27433507360735,269.60633537809434
20240728,822,9,495,13,840,125.7031441890137,70.80065028679608,643.4962055241901
20240728,153,9,848,4,874,88.63657116815914,124.68081876348361,660.6826100683572
20240728,916,9,364,9,739,88.36490235170103,71.80602631506366,578.8290713332353
20240728,922,9,253,11,999,144.34805257751046,139.60020873986576,715.0517386826237
20240728,997,9,165,13,434,47.782208431710956,36.602753670302164,349.6150378979869
20240728,584,9,778,10,676,45.49167975080958,95.77269899089868,534.7356212582918
20240728,115,9,51,17,150,8.261612336233744,15.104091100706682,126.63429656305956
20240728,766,9,388,4,562,14.006829402788465,47.87745592399245,500.1157146732191
20240728,225,9,897,8,510,50.981097669886665,69.82182400044368,389.19707832966964
20240728,213,9,83,15,102,13.647955763932787,12.831622601487355,75.52042163457986
20240728,759,9,50,1,338,12.17576616134078,18.650124389121014,307.1741094495382
20240728,434,9,593,14,821,85.82507674091748,96.97774632621407,638.1971769328684
20240728,405,9,372,4,325,20.373730745941543,32.97217914504007,271.6540901090184
20240728,252,9,946,17,157,9.58023374821952,10.904366992294488,136.515399259486
20240728,861,9,127,6,287,13.161459255715807,21.318118108174502,252.52042263610969
20240728,698,9,43,19,600,32.21140265649771,86.54349248162507,481.2451048618772
20240728,97,9,794,15,665,15.85345506380661,58.5541214840838,590.5924234521096
20240728,587,9,816,7,382,18.614482545330333,55.828373359552074,307.55714409511756
20240728,432,9,143,2,290,39.11459339178277,39.29820483636658,211.58720177185066
20240728,345,9,106,15,278,14.161622527324626,17.791867661333313,246.04650981134205
20240728,708,9,917,3,522,26.247785938693852,62.326562078174845,433.4256519831313
20240728,809,9,961,17,853,102.90430752093854,110.74807555567605,639.3476169233854
20240728,81,9,301,12,409,17.58369503494102,48.66667247153571,342.7496324935233
20240728,143,9,26,8,518,19.867591087119344,31.719602500663044,466.4128064122176
20240728,835,9,311,20,678,16.71166715868406,75.78282027348241,585.5055125678335
20240728,915,9,805,17,694,101.78850197094432,51.049066206481555,541.1624318225741
20240728,228,9,721,13,676,35.2876332477257,93.60240697428462,547.1099597779896
20240728,133,9,193,3,566,70.6185330186417,48.45264694669979,446.92882003465854
20240728,732,9,850,6,166,5.256657847688523,21.021116710752743,139.72222544155875
20240728,503,9,582,9,247,34.764860992804486,20.86317762782578,191.37196137936974
20240728,997,9,663,16,361,14.459375865284926,52.22578464892078,294.3148394857943
20240728,916,9,746,20,794,50.52534185610941,47.99954221302893,695.4751159308616
20240728,55,9,550,4,284,27.5464254329835,24.462967268062126,231.9906072989544
20240728,177,9,985,6,314,6.8410332255346775,19.007664757681273,288.15130201678403
20240728,622,9,649,5,282,17.017247550147747,30.288021162496143,234.6947312873561
20240728,405,9,514,13,111,15.112790352467362,5.7303068612067465,90.15690278632589
20240728,196,9,839,18,458,24.710710341686404,46.18597374699268,387.1033159113209
20240728,761,9,685,15,929,111.69925954515111,87.8126220939035,729.4881183609455
20240728,291,9,891,8,412,40.32475369146711,24.545447711046048,347.12979859748685
20240728,343,9,925,15,287,33.6737902659143,24.725652729705956,228.60055700437974
20240728,562,9,500,14,400,12.375285786075626,42.14694831144536,345.477765902479
20240728,43,9,597,17,399,58.912212781264884,37.96361963165866,302.12416758707644
20240728,612,9,652,20,408,46.770204636622495,57.36765510261705,303.86214026076044
20240728,629,9,267,10,953,99.39390188247565,109.68003195219036,743.926066165334
20240728,658,9,942,2,384,55.34639657480844,20.337656104786895,308.3159473204047
20240728,612,9,69,16,732,93.87523042176043,63.50807971891759,574.6166898593219
20240728,722,9,870,8,585,37.8964941128033,82.57126130388315,464.5322445833135
20240728,450,9,981,8,601,28.613999989912653,39.25520090943862,533.1307991006487
20240728,62,9,731,11,307,22.676241918012494,16.735401680083726,267.58835640190375
20240728,749,9,234,17,858,70.78684358373096,65.73429820787767,721.4788582083913
20240728,356,9,663,6,518,75.94873247334348,64.65742897413357,377.39383855252294
20240728,85,9,202,9,722,19.171602503670687,98.94086724628245,603.8875302500469
20240728,707,9,56,19,352,51.422353741162425,27.633742046548157,272.94390421228945
20240728,836,9,629,6,827,24.64394696801857,63.10066280542435,739.2553902265571
20240728,635,9,237,18,692,80.18510958752609,40.47335475440752,571.3415356580664
20240728,377,9,523,6,647,52.43440249114878,84.46873305223305,510.09686445661816
20240728,993,9,797,10,418,24.050333421051462,43.87921299957702,350.07045357937153
20240728,430,9,467,20,376,43.17944029985348,26.117732745964428,306.7028269541821
20240728,536,9,265,8,680,100.88514885925767,78.63977550263571,500.4750756381066
20240728,911,9,673,8,962,104.55291560320958,51.327546825355746,806.1195375714346
20240728,663,9,171,13,836,99.86537667339987,112.88758996037558,623.2470333662245
20240728,504,9,560,7,469,29.479147415947562,33.68285095857181,405.8380016254806
20240728,34,9,321,7,680,67.16551242098942,100.2664532568034,512.5680343222072
20240728,475,9,450,4,199,15.468403373524126,23.269855062489444,160.26174156398645
20240728,800,9,801,18,938,61.97781735827634,78.29094572001745,797.7312369217062
20240728,179,9,989,13,818,76.91916625275915,118.94913234564739,622.1317014015934
